index,date,close,diff,open,high,low,volume,updown,등락률,날짜,언론사,제목,긍부정,링크
2636,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,TBS,"카카오, 게임 유저에 유료템…웹툰·멜론은 이용기한 연장",0,http://tbs.seoul.kr/news/newsView.do?typ_800=1&idx_800=3480619&seq_800=20473309
2637,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,데일리임팩트,"카카오게임즈 ""서비스 장애 보상 계획, 재무적 영향은 제한적""",0,https://www.dailyimpact.co.kr/news/articleView.html?idxno=86950
2638,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스1,'먹통 사태' 영향에 폭락한 카카오 주가,0,https://www.news1.kr/photos/view/?5631947
2639,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,전자신문,"카카오게임즈, '카카오 먹통' 관련 게임 이용자 보상안 공개",1,https://www.etnews.com/20221017000277
2640,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스핌,'먹통 사태' 카카오 그룹주 4~5%대 급락 마감,0,http://www.newspim.com/news/view/20221017000827
2641,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,폴리뉴스,"‘먹통 사태’ 카카오 그룹주, 일제히 추락… “최대 200억 손실”",0,http://www.polinews.co.kr/news/article.html?no=515562
2642,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴시스,"카겜, '카카오 먹통' 보상안 발표…유료 아이템·머니 지급",0,http://www.newsis.com/view/?id=NISX20221017_0002051098&cID=13008&pID=13100
2643,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,비즈니스플러스,'카~뚝…' 카카오 하룻새 2조 증발...'남은 악재 여전',0,https://www.businessplus.kr/news/articleView.html?idxno=37586
2644,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스핌,'먹통 사태' 카카오 그룹주 급락…시총 2조원 증발,0,http://www.newspim.com/news/view/20221017000856
2645,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,매일신문,"카카오톡 장애를 정부가 재난안전문자로? ""국민 불편 최대한 줄이자는 취지""",0,https://news.imaeil.com/page/view/2022101713173221950
2646,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,세계일보,최태원·이해진·김범수… ‘카카오 먹통 사태’ 국감 증인 채택,0,http://www.segye.com/content/html/2022/10/17/20221017510062.html?OutUrl=naver
2647,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국일보,최악 먹통에 '검은 월요일' 맞은 카카오그룹... 시총 2조 증발,0,https://hankookilbo.com/News/Read/A2022101714080001932?did=NA
2648,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,대경일보,'먹통 사태' 카카오톡 그룹 주 장 초반 7~8% 폭락,0,https://www.dkilbo.com/news/articleView.html?idxno=379191
2649,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,서울파이낸스,"'초유의 서비스 중단' 카카오그룹株, 4∼5%대↓···시총 2조원대 증발",0,http://www.seoulfn.com/news/articleView.html?idxno=469678
2650,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,시사위크,'초유의 서비스 먹통사태'… 카카오그룹 관련주 '휘청',0,http://www.sisaweek.com/news/articleView.html?idxno=157120
2651,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국경제TV,"'초유의 사태' 카카오 4형제, 8~9% 급락",0,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202210170039&t=NN
2652,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,싱글리스트,"카카오톡 주요 서비스 복구 ""다음/카카오 메일 정상화 지연""",2,http://www.slist.kr/news/articleView.html?idxno=393318
2653,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,경향신문,먹통 사태에 카카오 그룹주 장 초반 8~9%대 하락,0,https://www.khan.co.kr/economy/finance/article/202210170928001
2654,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,서울경제,"'먹통 참사' 카카오 4형제, 시총 하루새 2조원 증발",0,https://www.sedaily.com/NewsView/26CDWKRYOH
2655,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,에너지경제,먹통 카카오 그룹주 ‘52주 신저가’…5% 이상 ‘뚝’,0,https://www.ekn.kr/web/view.php?key=20221017010002425
2656,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,SBS Biz,"카카오게임즈, 유료템으로 보상…웹툰·멜론 등 이용기한 연장",2,https://biz.sbs.co.kr/article_hub/20000084771?division=NAVER
2657,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스웍스,"'먹통' 카카오, 블랙 먼데이 될까…증권가 ""매출 감소 불가피""",0,http://www.newsworks.co.kr/news/articleView.html?idxno=612033
2658,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국면세뉴스,"'먹통' 카카오, 화재 사태 후 그룹주 4∼5%대 하락…시총 2조 증발",0,http://www.kdfnews.com/news/articleView.html?idxno=98382
2659,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,서울신문,‘먹통 사태’ 후폭풍…카카오 그룹 시총 2조원 증발,0,https://www.seoul.co.kr/news/newsView.php?id=20221017500171&wlog_tag3=naver
2660,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,천지일보,과기부 “카카오 정상화” 재난문자 발송… SK C&C 장애 지원,0,http://www.newscj.com/article/20221017580152
2661,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,위키트리,"지난 주말 카톡 먹통 사태로 주가 박살 나고 있는 카카오그룹주, 상당히 심각하다",0,https://www.wikitree.co.kr/articles/798297
2662,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,브레이크뉴스,"증권가, “카카오톡 먹통 이미지 타격에 피해 최대 220억원 달할 것”",0,http://www.breaknews.com/929651
2663,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,경향신문,증권가 “‘데이터센터 화재’ 카카오 일매출 150억~220억 피해 예상”,0,https://www.khan.co.kr/economy/finance/article/202210170754001
2664,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,이데일리,"증권가 ""카카오 피해 최대 220억 추산…주가 단기 하락 불가피""",0,http://www.edaily.co.kr/news/newspath.asp?newsid=01397286632493904
2665,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,포쓰저널,"증권가 ""먹통 사태 카카오 220억원 손실""...관련주 급락",0,http://www.4th.kr/news/articleView.html?idxno=2026588
2666,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,이투데이,"‘먹통’ 카카오株, 비관이냐 낙관이냐…증권가 전망은?",0,https://www.etoday.co.kr/news/view/2182532
2667,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,조세일보,"카카오, 5.93% 하락 마감...증권가 ""최대 220억 손실 추정""",0,http://www.joseilbo.com/news/news_read.php?uid=468800&class=53&grp=
2668,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스1,주말 '먹통'에 카카오페이 '폭락',0,https://www.news1.kr/photos/view/?5632007
2669,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스1,주말 먹통에 카카오 뱅크 폭락,0,https://www.news1.kr/photos/view/?5632010
2670,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스1,주말 먹통 사태에 폭락한 카카오 주가,0,https://www.news1.kr/photos/view/?5632003
2671,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,YTN,'먹통' 카카오는 급락...'신속 복구' 네이버는 상승,2,https://www.ytn.co.kr/_ln/0102_202210171620315907
2672,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,동아일보,"주가 올해 반토막에 먹통까지, 속타는 ‘카카오 개미’",0,https://www.donga.com/news/article/all/20221017/115980226/1
2673,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,머니S,"[개장] 코스피, 2200선 아래로… 카카오 4형제는 '급락'",0,http://moneys.mt.co.kr/news/mwView.php?no=2022101709412215264
2674,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,EBN,"[특징주] 카카오, 먹통 사태에 9%대 급락…신저가 경신",0,https://www.ebn.co.kr/news/view/1550782/?sc=Naver
2675,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스1,"[개장시황] 코스피, 인플레 우려에 1%대 하락…'서비스 먹통' 카카오 9%↓",0,https://www.news1.kr/articles/4834220
2676,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,문화일보,"‘복구 완료’ 기약 없는 카카오, ‘먹통 패닉’ 피해 커지는 일상",0,http://www.munhwa.com/news/view.html?no=2022101701070121079001
2677,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,YTN,"[이앤피] ""국내 이용자 4,743만명 카카오, 돈 아끼려다 폭망 外""",0,https://www.ytn.co.kr/_ln/0101_202210171401196911
2678,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,연합뉴스,"카카오, 카카오뱅크, 카카오페이 52주 신저가",0,https://www.yna.co.kr/view/PYH20221017104800013?input=1196m
2679,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,디지털타임스,"카카오, 13개 서비스 중 4개만 정상화...9개는 복구중",2,http://www.dt.co.kr/contents.html?article_no=2022101702109931650002&ref=naver
2680,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,전자신문,"카카오게임즈, '카카오 먹통' 관련 게임 이용자 보상안 공개",1,https://www.etnews.com/20221017000277
2681,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,조선비즈,"카카오톡, 사진·동영상 전송 등 재개… 먹통 30시간 만에 대다수 정상화",0,https://biz.chosun.com/it-science/ict/2022/10/17/XAXCRHISVJA43LHKAR4PVOSICI/?utm_source=naver&utm_medium=original&utm_campaign=biz
2682,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국경제TV,종일 요동친 지수…카카오그룹주 하락폭 만회하며 마감,2,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202210170188&t=NN
2683,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,영남일보,"먹통사태 카카오, 주가 하락세…카카오그룹 3개사 52주 신저가 기록",0,https://www.yeongnam.com/web/view.php?key=20221017001348301
2684,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,메트로신문,[특징주] 카카오 장 초반 8% 하락…'먹통' 사태에 급락,0,http://www.metroseoul.co.kr/article/20221017500009
2685,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,아시아타임즈,'멈춰 선 대한민국 일상'⋯거세진 카카오 먹통 사태 후폭풍(종합),0,https://www.asiatime.co.kr/article/20221017500222
2686,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,머니투데이,"멈춰선 카카오…투자심리 악화, 4분기 실적 감소 우려-NH",0,http://news.mt.co.kr/mtview.php?no=2022101707571557272
2687,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,문화일보,메일·톡채널 등 여전히 ‘먹통’… 카톡·카카오페이는 복구,0,http://www.munhwa.com/news/view.html?no=2022101701070339344001
2688,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국경제,"문어발 확장의 업보…카카오 계열사만 187개 ""김범수도 모르겠네""",0,https://www.hankyung.com/economy/article/2022101738141
2689,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,이투데이,"""나도 피해자"" 카카오 사태, 간접 피해도 배상책임보험 보상될까?",1,https://www.etoday.co.kr/news/view/2182563
2690,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,우먼타임스,"""나도 받을 수 있을까?"" '먹통 사태' 카카오 보상안 마련 나서",1,http://www.womentimes.co.kr/news/articleView.html?idxno=57989
2691,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,시사캐스트,[이슈포커스] 카톡 멈추자 국민 일상 멈췄다…창사 이래 최대 위기 놓인 카카오,0,http://www.sisacast.kr/news/articleView.html?idxno=35514
2692,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,서울경제,"""그저 울고 싶다, 보상 누가""…카카오 4인방 '날개 없는 추락' [특징주]",0,https://www.sedaily.com/NewsView/26CDVDWBBV
2693,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국경제,"""구멍가게보다 못한 대처""…카카오, 하루새 220억 날렸다 [위기의 카카오]",0,https://www.hankyung.com/it/article/202210172563g
2694,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스웍스,"카카오 먹통 사태에…국회 과방위, 김범수·최태원·이해진 '증인 채택'",1,http://www.newsworks.co.kr/news/articleView.html?idxno=612121
2695,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,PD저널,"정부 '카카오 먹통' 대응, 이용자 보호·서비스 복구 집중",0,http://www.pdjournal.com/news/articleView.html?idxno=74261
2696,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,매경이코노미,"전례 없는 먹통 참사 카카오, 목표주가도 개미들 눈물도 ‘주르륵’",0,https://www.mk.co.kr/economy/view/2022/909366
2697,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,동아일보,전기실 배터리 주변서 불꽃 튀었다…‘카카오 먹통’ CCTV 포착,1,https://www.donga.com/news/article/all/20221017/115990167/1
2698,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,IT비즈뉴스,재해복구(DR) 실패한 카카오…위기대응력 '시험대',0,https://www.itbiznews.com/news/articleView.html?idxno=78483
2699,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,매일경제,"""SK C&C와 배상 논의""…책임회피성 공시 띄운 카카오",0,http://news.mk.co.kr/newsRead.php?no=918201&year=2022
2700,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,중소기업신문,장사 공친 택시기사들…카카오 '먹통' 보상 어디까지?,0,http://www.smedaily.co.kr/news/articleView.html?idxno=240829
2701,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,머니투데이,장 열자마자 -9%…'먹통 대란' 카카오그룹株 급락에 개미들 비명,0,http://news.mt.co.kr/mtview.php?no=2022101709060867353
2702,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,공감신문,"""14층에 사람 있어요"" 속타는 카카오 개미들",0,https://www.gokorea.kr/news/articleView.html?idxno=734477
2703,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,미디어펜,"""10년이 지나도""…카카오, 위기 대응 여전히 'F학점'",0,http://www.mediapen.com/news/view/762655
2704,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,파이낸셜투데이,"[특징주] 카카오 그룹株, 오후 3~6%대 하락세…""먹통 사태 후유증""",0,http://www.ftoday.co.kr/news/articleView.html?idxno=242852
2705,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,문화저널21,카카오 먹통 속 경쟁사 ‘네이버’ 웃었다,0,http://www.mhj21.com/152060
2706,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,이코노미스트,"바닥 뚫린 카카오 4인방, 카톡 먹통까지 앞길 ‘막막’ [이번주 株인공]",0,https://economist.co.kr/2022/10/17/stock/stockNormal/20221017080106507.html
2707,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,서울와이어,"반등 희망도 걷어찬 카카오, 204만 개미 어쩌나",0,http://www.seoulwire.com/news/articleView.html?idxno=483647
2708,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스저널리즘,"윤 대통령, 카카오 먹통 사태에 '국가 개입' 시사...후폭풍 '뚜렷'",0,https://www.ngetnews.com/news/articleView.html?idxno=411587
2709,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,MTN,"유통업계, 카카오 서비스 대부분 복구…피해 보상은 '글쎄'",0,https://news.mtn.co.kr/news-detail/2022101710483229799
2710,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,쿠키뉴스,"카카오, ‘먹통’ 사태에 “최대 220억원 손실, 주가 타격”",0,http://www.kukinews.com/newsView/kuk202210170034
2711,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,이지경제,카카오 먹통 속 '카톡 위장 파일' 위장 해킹 시도 ,0,http://www.ezyeconomy.com/news/articleView.html?idxno=120512
2712,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스1,"""한국 증시 '왕따' 이유?…카카오 같은 '주식 장사' 기업 때문""",0,https://www.news1.kr/articles/4833866
2713,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,매일경제,배터리 한개서 시작된 불길…카카오 대란 불러,0,http://news.mk.co.kr/newsRead.php?no=918584&year=2022
2714,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,에너지경제,"카카오, ""재무적 영향은 제한적""…자체 데이터센터 준공 내년에",0,https://www.ekn.kr/web/view.php?key=20221017010002363
2715,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,SBS Biz,울고 싶은데 뺨 맞은 카카오 주주…'4총사' 동반 폭락,0,https://biz.sbs.co.kr/article_hub/20000084749?division=NAVER
2716,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,헤럴드경제,"카카오 후폭풍, 주가 한때 9% 가까이 추락",0,http://news.heraldcorp.com/view.php?ud=20221017000428
2717,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,머니투데이,"'불난집' 카카오, IPO와 상극? 개미·직원들 '노란색 공포'에 질렸다",0,http://news.mt.co.kr/mtview.php?no=2022101713455870248
2718,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스웨이,"[특징주] 카카오 4형제, 장 초반 7~9% 급락…신저가 경신",0,https://www.newsway.co.kr/news/view?tp=1&ud=2022101709194586617
2719,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,인천일보,"비용 줄이려 카카오 썼는데…경기도 지자체, 행정 안내 서비스 '발등의 불'",0,http://www.incheonilbo.com/news/articleView.html?idxno=1165607
2720,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴시스,"뿔난 카카오 주주들 ""손절하려니 눈물나"" vs ""생각보다 안 떨어져""",1,http://www.newsis.com/view/?id=NISX20221017_0002050808&cID=10401&pID=10400
2721,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,포쓰저널,"'카카오 먹통' 집단소송 움직임..""피해배상"" 카페 속속 등장",0,http://www.4th.kr/news/articleView.html?idxno=2026632
2722,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스핌,"카카오게임즈 주가, 카카오 불통 사태에 급락 출발",0,http://www.newspim.com/news/view/20221017000412
2723,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,스포츠한국,"카카오 '먹통' 피해 규모 얼마?…""이용자 이탈은 제한적""",0,http://sports.hankooki.com/news/articleView.html?idxno=6810018
2724,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,엘르,"사흘 째 먹통인 카카오, 주말부터 발 동동 구른 나는 피해 보상을 받을 수 있을까?",0,http://www.elle.co.kr/article/71610
2725,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국면세뉴스,"사흘째 서비스 복구중 카카오 ""메일·톡채널 정상화 상당 시간 지연""",0,http://www.kdfnews.com/news/articleView.html?idxno=98352
2726,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,핀포인트뉴스,"삼성전자 LG엔솔 삼바 LG화학 상승...HLB, 카카오게임즈 펄어비스 '휘청'",0,http://www.pinpointnews.co.kr/news/articleView.html?idxno=148956
2727,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,매일경제,"카카오 '먹통' 피해액, 최대 220억…가치훼손, 사업확장 '걸림돌' 될 수도",0,http://news.mk.co.kr/newsRead.php?no=917290&year=2022
2728,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,노컷뉴스,"'서비스 먹통 악재' 카카오 그룹주, 장 초반 6~8%대 급락",0,https://www.nocutnews.co.kr/news/5833531
2729,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국농어촌방송,'서비스 먹통' 카카오 그룹주 폭락…개장 10분 만에 시총 3.5조 증발,0,http://www.newskr.kr/news/articleView.html?idxno=82711
2730,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,이데일리,"소비자단체협의회 “카카오 장애, 실질적 보상 대책 필요”",0,http://www.edaily.co.kr/news/newspath.asp?newsid=03958966632493904
2731,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,아시아투데이,'카카오 먹통' 피해자들 집단소송 움직임,0,https://www.asiatoday.co.kr/view.php?key=20221017010008040
2732,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,파이낸셜뉴스,"카카오그룹 ""매출 영향 제한적..SK C&C와 손해배상 논의"" [공시]",0,http://www.fnnews.com/news/202210171038287050
2733,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,연합뉴스,시초가 급락한 카카오,0,https://www.yna.co.kr/view/PYH20221017104500013?input=1196m
2734,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,위키트리,"카카오그룹 시총, 이번 주 주식장 열리자마자 10분 만에 3조 넘게 증발했다",0,https://www.wikitree.co.kr/articles/798468
2735,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,JIBS,카카오그룹 주가 하락.. 시총 2조 증발,0,http://www.jibs.co.kr/news/articles/articlesDetail/26064?feed=na
2736,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,연합뉴스,"'카카오 먹통' 피해자들 집단소송 움직임…""무료서비스도 청구""(종합)",0,https://www.yna.co.kr/view/AKR20221017099201004?input=1195m
2737,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,데일리안,"카카오그룹주 ‘추풍낙엽’, 서비스 장애 추가 악재되나",0,https://www.dailian.co.kr/news/view/1162745/?sc=Naver
2738,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,팍스경제TV,카카오그룹주 4∼5%대 하락…시총 2조561억원 증발,0,http://www.paxetv.com/news/articleView.html?idxno=156186
2739,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국경제TV,카카오그룹주 4∼5%대 하락…시총 2조원 날아갔다,0,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202210170191&t=NN
2740,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,연합뉴스TV,카카오그룹주 4∼5%대 하락…시총 2조원 증발,0,http://www.yonhapnewstv.co.kr/MYH20221017015700038/?input=1825m
2741,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,디지털데일리,카카오그룹주 급락… '카카오 먹통' 사태 후폭풍,0,https://www.ddaily.co.kr/news/article.html?no=248929
2742,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,시사저널이코노미,카카오그룹주 '먹통 사태'에 급락···증시도 흔들,0,http://www.sisajournal-e.com/news/articleView.html?idxno=293359
2743,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,파이낸셜뉴스,신뢰도 주가도 와장창… 카카오4형제 '검은 월요일',0,http://www.fnnews.com/news/202210171810279764
2744,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스1,"카카오그룹주 장중 급락, 판교 데이터센터 화재로 투자자 '탈출'",0,https://www.news1.kr/photos/view/?5631918
2745,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,한국경제,카카오그룹주 주가 '녹는 중'…데이터센터 화재 악재,0,https://www.hankyung.com/finance/article/2022101718086
2746,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,JIBS,'아니나다를까'.. 먹통 대란에 카카오 4형제 주가 무더기 폭락,0,http://www.jibs.co.kr/news/articles/articlesDetail/26043?feed=na
2747,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,BBC,'카카오 화재' 보상 방안은 어떻게 되나?,0,https://www.bbc.com/korean/news-63284564?xtor=AL-73-%5Bpartner%5D-%5Bnaver%5D-%5Bheadline%5D-%5Bkorean%5D-%5Bbizdev%5D-%5Bisapi%5D
2748,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,MBC,'데이터센터 화재' 카카오그룹주 시총 2조원 증발,0,https://imnews.imbc.com/news/2022/econo/article/6417800_35687.html
2749,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,이투데이,카카오 화재 발생 후 장 거래…거래소 “특이사항 없다”,2,https://www.etoday.co.kr/news/view/2182619
2750,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,뉴스핌,카카오그룹주 '하루 사이 시총 2조 증발'...일시 충격 전망도,0,http://www.newspim.com/news/view/20221017000819
2751,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,전국매일신문,카카오그룹주 하루 새 시총 2조원 증발···'데이터센터 화재' 여파,0,https://www.jeonmae.co.kr/news/articleView.html?idxno=919021
2752,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,아시아경제,외국인 '사자' 전환에 코스피 2210선 안착…'먹통' 카카오 5.93% ↓,0,https://view.asiae.co.kr/article/2022101716141217553
2753,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,MBC,"카카오그룹주, 개장 10분 만에 시총 3.4조 증발",0,https://imnews.imbc.com/replay/2022/nw1200/article/6417679_35715.html
2754,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,SBS,"카카오그룹주, 개장 10분 만에 시총 3조 5천여억 원 증발",0,https://news.sbs.co.kr/news/endPage.do?news_id=N1006934776&plink=ORI&cooper=NAVER
2755,2022-10-17,37400,850,35900,37600,34750,1487965,-0.040106952,0,2022-10-17,강원도민일보,"카카오그룹주, 개장 10분만에 시총 3조5천여억원 증발…7~8%대 급락",0,http://www.kado.net/news/articleView.html?idxno=1149449
